CLDI	PUB	loc	no	raw_translit	normalized_translit	annotations	transli_entities	entities
P211737	Hermitage 3, 377	@left	1	8(disz) gu4 5(u) udu	8(dic) gu4 5(u) udu			
P212228	Hermitage 3, 378	@reverse	15	mu us2-sa {d}szu-{d}suen lugal uri5{ki}-ma-ke4 bad3 mar-tu mu-ri-iq-ti-id-ni-im mu-du3	mu us2-sa {d}cu-{d}suen lugal uri5{ki}-ma-ke4 bad3 mar-tu mu-ri-iq-ti-id-ni-im mu-du3		mu(year) us2-sa {d}szu-{d}suen lugal uri5{ki}-ma-ke4 bad3 mar-tu mu(year)-ri-iq-ti-id-ni-im mu(year)-du3	us2-sa
P212172	Hermitage 3, 379	@left	1	3(disz) udu	3(dic) udu			
P211969	Hermitage 3, 380	@left	1	1(gesz2) udu	1(gec2) udu			
P211957	Hermitage 3, 381	@reverse	6	mu us2-sa {d}szu-{d}suen lugal uri5{ki}-ma-ke4 bad3 mar-tu mu-ri-iq-ti-id-ni-im mu-du3	mu us2-sa {d}cu-{d}suen lugal uri5{ki}-ma-ke4 bad3 mar-tu mu-ri-iq-ti-id-ni-im mu-du3		mu(year) us2-sa {d}szu-{d}suen lugal uri5{ki}-ma-ke4 bad3 mar-tu mu(year)-ri-iq-ti-id-ni-im mu(year)-du3	us2-sa
P211954	Hermitage 3, 382	@left	1	9(disz) udu	9(dic) udu			
P211883	Hermitage 3, 383	@left	1	7(disz) gu4	7(dic) gu4			
P211935	Hermitage 3, 384	@left	1	3(gesz2) 1(u) 8(disz) udu	3(gec2) 1(u) 8(dic) udu			
P211906	Hermitage 3, 385	@left	1	5(u) udu	5(u) udu			
P212152	Hermitage 3, 386	@seal 1	8	ARAD2-zu	ARAD2-zu			
P211901	Hermitage 3, 387	@reverse	9	mu za-ab-sza-li{ki} ba-hul	mu za-ab-ca-li{ki} ba-hul		mu(year) za-ab-sza-li{ki} ba-hul	za-ab-sza-li{ki}
P212169	Hermitage 3, 388	@left	1	1(disz) gu4	1(dic) gu4			
P212036	Hermitage 3, 389	@left	1	1(u) 7(disz) udu	1(u) 7(dic) udu			
P212171	Hermitage 3, 390	@left	1	1(disz) gu4	1(dic) gu4			
P212173	Hermitage 3, 391	@left	1	la2-ia3 1(gesz2) udu	la2-ia3 1(gec2) udu			
P212144	Hermitage 3, 392	@left	1	3(disz) udu	3(dic) udu			
P212201	Hermitage 3, 393	@seal 1	3	sipa gu4 niga	sipa gu4 niga			
P211858	Hermitage 3, 394	@left	1	3(disz)	3(dic)			
P211981	Hermitage 3, 395	@reverse	2	mu {d}szu-{d}suen lugal uri5{ki}-ma-ke4 ma2-gur8 mah {d}en-lil2 {d}nin-lil2-ra mu-ne-dim2	mu {d}cu-{d}suen lugal uri5{ki}-ma-ke4 ma2-gur8 mah {d}en-lil2 {d}nin-lil2-ra mu-ne-dim2		mu(year) {d}szu-{d}suen lugal uri5{ki}-ma-ke4 ma2-gur8 mah {d}en-lil2 {d}nin-lil2-ra mu(year)-ne-dim2	{d}nin-lil2-ra
P211985	Hermitage 3, 396	@column 2	4	ARAD2-zu	ARAD2-zu			
P211942	Hermitage 3, 397	@reverse	4	mu e2 {d}szara2 umma{ki}-ka# ba-du3	mu e2 {d}cara2 umma{ki}-ka# ba-du3		mu(year) e2 {d}szara2 umma{ki}-ka# ba-du3	umma{ki}-ka#
P212204	Hermitage 3, 398	@left	1	1(u) 5(disz) udu 8(disz) sila3 ga-sze-a	1(u) 5(dic) udu 8(dic) sila3 ga-ce-a			
P211889	Hermitage 3, 399	@reverse	4	mu si-mu-ru{ki} ba-hul	mu si-mu-ru{ki} ba-hul		mu(year) si-mu(year)-ru{ki} ba-hul	si-mu-ru{ki}
P211933	Hermitage 3, 400	@left	1	1(gesz2) 4(u)	1(gec2) 4(u)			
P211475	Hermitage 3, 401	@reverse	10	iti a2-ki-ti min3	iti a2-ki-ti min3		iti[month] a2-ki-ti min3	
P211470	Hermitage 3, 402	@reverse	2	giri3-ni i3-dab5	giri3-ni i3-dab5			
P211613	Hermitage 3, 403	@left	1	1(disz)	1(dic)			
P212196	Hermitage 3, 404	@reverse	4	x x	x x			
P212202	Hermitage 3, 405	@reverse	4	zi-ga am3	zi-ga am3			
P212262	Hermitage 3, 406	@reverse	3	szu-ti-a ga2?-dam?	cu-ti-a ga2?-dam?			
P212010	Hermitage 3, 407	@seal 1	3	dub-sar ARAD2-zu	dub-sar ARAD2-zu			
P212209	Hermitage 3, 408	@seal 1	4	ARAD2-zu	ARAD2-zu			
P212131	Hermitage 3, 409	@obverse	8	mu us2-sa e2 puzur4-{d}da-gan ba-du3	mu us2-sa e2 puzur4-{d}da-gan ba-du3		mu(year) us2-sa e2 puzur4-{d}da-gan ba-du3	
P212018	Hermitage 3, 410	@reverse	10	mu ur-bi2-lum{ki} ba-hul	mu ur-bi2-lum{ki} ba-hul		mu(year) ur-bi2-lum{ki} ba-hul	ur-bi2-lum{ki}
P211595	Hermitage 3, 411	@reverse	4	mu us2-sa ki-masz{ki} ba-hul	mu us2-sa ki-mac{ki} ba-hul		mu(year) us2-sa ki-masz{ki} ba-hul	
P211667	Hermitage 3, 412	@reverse	5	mu {gesz}gu-za {d}en-lil2-la2 ba-dim2	mu {gec}gu-za {d}en-lil2-la2 ba-dim2		mu(year) {gesz}gu-za {d}en-lil2-la2 ba-dim2	{gesz}gu-za
P211793	Hermitage 3, 413	@reverse	5	mu hu-uh2-nu-ri{ki} ba-hul	mu hu-uh2-nu-ri{ki} ba-hul		mu(year) hu-uh2-nu-ri{ki} ba-hul	
P211803	Hermitage 3, 414	@seal 1	2	dumu la-na kuruszda	dumu la-na kurucda		dumu(year) la-na kuruszda	
P211484	Hermitage 3, 415	@column 2	3	ARAD2-zu	ARAD2-zu			
P212170	Hermitage 3, 416	@reverse	3	mu {d}szu-{d}suen lugal uri5{ki}-ma-ke4 ma-da za-ab-sza-li{ki} mu-hul	mu {d}cu-{d}suen lugal uri5{ki}-ma-ke4 ma-da za-ab-ca-li{ki} mu-hul		mu(year) {d}szu-{d}suen lugal uri5{ki}-ma-ke4 ma-da za-ab-sza-li{ki} mu(year)-hul	{d}szu-{d}suen
P212265	Hermitage 3, 417	@reverse	3	mu {d}szu-{d}suen lugal uri5{ki}-ma-ke4 ma2-gur8-mah {d}en-lil2 {d}nin-lil2-ra# mu-ne-dim2	mu {d}cu-{d}suen lugal uri5{ki}-ma-ke4 ma2-gur8-mah {d}en-lil2 {d}nin-lil2-ra# mu-ne-dim2		mu(year) {d}szu-{d}suen lugal uri5{ki}-ma-ke4 ma2-gur8-mah {d}en-lil2 {d}nin-lil2-ra# mu(year)-ne-dim2	{d}nin-lil2-ra#
P211953	Hermitage 3, 418	@reverse	10	mu {d}i-bi2-{d}suen lugal	mu {d}i-bi2-{d}suen lugal		mu(year) {d}i-bi2-{d}suen lugal	{d}i-bi2-{d}suen
P212039	Hermitage 3, 432	@reverse	11	szunigin .	cunigin .			
P212179	Hermitage 3, 499	@reverse	2	[mu] sza#-asz#-ru{ki} [ba]-hul#	[mu] ca#-ac#-ru{ki} [ba]-hul#	xxx	[mu(year)] sza#-asz#-ru{ki} [ba]-hul#	[ba]-hul#
P211645	Hermitage 3, 500	@reverse	2	mu si-mu-ru-um lu-lu-bu{ki}	mu si-mu-ru-um lu-lu-bu{ki}	xxx	mu(year) si-mu(year)-ru-um lu-lu-bu{ki}	si-mu-ru-um
P212245	Hermitage 3, 529	@column 2	3	muhaldim ARAD2-zu	muhaldim ARAD2-zu		mu(year)haldim ARAD2-zu	
P212307	Hermitage 3, 530	@column 2	3	muhaldim ARAD2-zu	muhaldim ARAD2-zu		mu(year)haldim ARAD2-zu	
P212301	Hermitage 3, 531	@column 2	3	muhaldim ARAD2-zu	muhaldim ARAD2-zu		mu(year)haldim ARAD2-zu	
P212280	Hermitage 3, 532	@column 2	3	muhaldim ARAD2-zu	muhaldim ARAD2-zu		mu(year)haldim ARAD2-zu	
P212254	Hermitage 3, 533	@column 2	6	ARAD2-zu	ARAD2-zu			
P212318	Hermitage 3, 534	@seal 1	7	mu ha-ar-szi{ki} u3 ki-masz{ki} ba-hul	mu ha-ar-ci{ki} u3 ki-mac{ki} ba-hul		mu(year) ha-ar-szi{ki} u3 ki-masz{ki} ba-hul	ki-masz{ki}
P212315	Hermitage 3, 535	@column 2	3	muhaldim ARAD2-zu	muhaldim ARAD2-zu		mu(year)haldim ARAD2-zu	
P212313	Hermitage 3, 536	@column 2	3	ARAD2-zu	ARAD2-zu			
P212282	Hermitage 3, 537	@seal 1	3	dumu ur-sa6-ga	dumu ur-sa6-ga		dumu(year) ur-sa6-ga	
P212312	Hermitage 3, 538	@column 2	3	ARAD2-zu	ARAD2-zu			
P212306	Hermitage 3, 539	@column 2	4	ARAD2-zu	ARAD2-zu			
P212297	Hermitage 3, 540	@column 2	4	ARAD2-zu	ARAD2-zu			
P212317	Hermitage 3, 541	@seal 1	2	mu {d}gu-za {d}en-lil2-la2 ba-dim2	mu {d}gu-za {d}en-lil2-la2 ba-dim2		mu(year) {d}gu-za {d}en-lil2-la2 ba-dim2	{d}gu-za
P212279	Hermitage 3, 542	@column 2	4	ARAD2-zu	ARAD2-zu			
P212283	Hermitage 3, 543	@column 2	4	ARAD2-zu	ARAD2-zu			
P212288	Hermitage 3, 544	@column 2	4	ARAD2-zu	ARAD2-zu			
P212293	Hermitage 3, 545	@column 2	4	ARAD2-zu	ARAD2-zu			
P212298	Hermitage 3, 546	@column 2	4	ARAD2-zu	ARAD2-zu			
P212278	Hermitage 3, 547	@column 2	4	ARAD2-zu	ARAD2-zu			
P212281	Hermitage 3, 548	@column 2	4	ARAD2-zu	ARAD2-zu			
P212296	Hermitage 3, 549	@column 2	4	ARAD2-zu	ARAD2-zu			
P212257	Hermitage 3, 550	@column 2	4	ARAD2-zu	ARAD2-zu			
P212300	Hermitage 3, 551	@column 2	4	ARAD2-zu	ARAD2-zu			
P212291	Hermitage 3, 552	@column 2	4	ARAD2-zu	ARAD2-zu			
P212302	Hermitage 3, 553	@column 2	4	ARAD2-zu	ARAD2-zu			
P212311	Hermitage 3, 554	@column 2	4	ARAD2-zu	ARAD2-zu			
P212316	Hermitage 3, 555	@column 2	4	ARAD2-zu	ARAD2-zu			
P212284	Hermitage 3, 556	@column 2	4	ARAD2-zu	ARAD2-zu			
P212324	Hermitage 3, 557	@seal 1	2	ARAD2 {d}nu-musz-da	ARAD2 {d}nu-muc-da		ARAD2 {d}nu-mu(year)sz-da	
P212325	Hermitage 3, 558	@seal 1	3	[...]	[...]			
P212190	Hermitage 3, 559	@seal 1	3	mu {d}szu-{d}suen lugal uri5{ki}-ma-ke4 e2 {d}szara2 umma{ki}-ka mu-du3	mu {d}cu-{d}suen lugal uri5{ki}-ma-ke4 e2 {d}cara2 umma{ki}-ka mu-du3		mu(year) {d}szu-{d}suen lugal uri5{ki}-ma-ke4 e2 {d}szara2 umma{ki}-ka mu(year)-du3	umma{ki}-ka
P212299	Hermitage 3, 560	@column 2	4	ARAD2-zu	ARAD2-zu			
P212305	Hermitage 3, 561	@column 2	3	ARAD2-zu	ARAD2-zu			
P212309	Hermitage 3, 562	@column 2	4	ARAD2-zu	ARAD2-zu			
P212322	Hermitage 3, 565	@seal 1	2	szabra x	cabra x			
P109475	Hirose 004	@reverse	3	iti u5-bi2-gu7	iti u5-bi2-gu7		iti[month] u5-bi2-gu7	u5-bi2-gu7
P109476	Hirose 005	@reverse	2	iti ezem-{d}nin-a-zu	iti ezem-{d}nin-a-zu		iti[month] ezem-{d}nin-a-zu	
P109477	Hirose 006	@reverse	5	dumu ur-[{d}szul]-gi	dumu ur-[{d}cul]-gi		dumu(year) ur-[{d}szul]-gi	
P109478	Hirose 007	@reverse	5	iti szu-esz-sza	iti cu-ec-ca		iti[month] szu-esz-sza	szu-esz-sza
P109479	Hirose 008	@reverse	5	iti szu-esz-sza	iti cu-ec-ca		iti[month] szu-esz-sza	szu-esz-sza
P109480	Hirose 009	@reverse	3	iti ezem-mah	iti ezem-mah		iti[month] ezem-mah	
P109482	Hirose 011	@reverse	1	mu an-sza-an{ki} ba-hul	mu an-ca-an{ki} ba-hul		mu(year) an-sza-an{ki} ba-hul	
P109483	Hirose 012	@reverse	4	mu an-sza-an{ki} ba-hul	mu an-ca-an{ki} ba-hul		mu(year) an-sza-an{ki} ba-hul	
P109484	Hirose 013	@reverse	3	mu us2-sa an-sza-an{ki} ba-hul mu us2-sa-bi	mu us2-sa an-ca-an{ki} ba-hul mu us2-sa-bi		mu(year) us2-sa an-sza-an{ki} ba-hul mu(year) us2-sa-bi	us2-sa-bi
P109485	Hirose 014	@reverse	4	e2-a-na ba-an-kux(KWU147)	e2-a-na ba-an-kux(KWU147)			
P109486	Hirose 015	@reverse	4	mu e2 puzur4-isz-{d}da-gan ba-du3	mu e2 puzur4-ic-{d}da-gan ba-du3		mu(year) e2 puzur4-isz-{d}da-gan ba-du3	ba-du3
P109487	Hirose 016	@reverse	3	mu us2-sa e2 puzur4-isz-{d}da-gan ba-du3-a mu us2-sa-bi	mu us2-sa e2 puzur4-ic-{d}da-gan ba-du3-a mu us2-sa-bi		mu(year) us2-sa e2 puzur4-isz-{d}da-gan ba-du3-a mu(year) us2-sa-bi	us2-sa
P109488	Hirose 017	@reverse	5	[mu] us2-sa puzur4-isz-[{d}]da-gan ba-du3 mu us2-sa-bi	[mu] us2-sa puzur4-ic-[{d}]da-gan ba-du3 mu us2-sa-bi		[mu(year)] us2-sa puzur4-isz-[{d}]da-gan ba-du3 mu(year) us2-sa-bi	us2-sa-bi
P109489	Hirose 018	@reverse	3	mu sza-asz-ru{ki} ba-hul	mu ca-ac-ru{ki} ba-hul		mu(year) sza-asz-ru{ki} ba-hul	sza-asz-ru{ki}
P109490	Hirose 019	@reverse	5	mu sza-asz-ru-um{ki} ba-hul	mu ca-ac-ru-um{ki} ba-hul		mu(year) sza-asz-ru-um{ki} ba-hul	sza-asz-ru-um{ki}
P109491	Hirose 020	@reverse	5	mu en {d}nanna masz-e i3-pa3	mu en {d}nanna mac-e i3-pa3		mu(year) en {d}nanna masz-e i3-pa3	masz-e
P109492	Hirose 021	@left	1	u4 3(u) la2 1(disz)-kam	u4 3(u) la2 1(dic)-kam			
P109493	Hirose 022	@reverse	4	mu en {d}nanna masz2-e i3-pa3	mu en {d}nanna mac2-e i3-pa3		mu(year) en {d}nanna masz2-e i3-pa3	masz2-e
P109494	Hirose 023	@reverse	6	mu si-mu-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	mu si-mu-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(dic)-kam-ac ba-hul		mu(year) si-mu(year)-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	
P109495	Hirose 024	@left	1	[u4] 1(u) 5(disz)-kam	[u4] 1(u) 5(dic)-kam			
P109496	Hirose 025	@reverse	4	mu si-mu-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	mu si-mu-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(dic)-kam-ac ba-hul		mu(year) si-mu(year)-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	
P109497	Hirose 026	@reverse	9	mu si-mu-ru-um{ki} u3 lu-lu-bu-um a-ra2 1(u) la2 1(disz)-kam-asz ba-hul#	mu si-mu-ru-um{ki} u3 lu-lu-bu-um a-ra2 1(u) la2 1(dic)-kam-ac ba-hul#		mu(year) si-mu(year)-ru-um{ki} u3 lu-lu-bu-um a-ra2 1(u) la2 1(disz)-kam-asz ba-hul#	
P109498	Hirose 027	@reverse	5	mu si-mu-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul#	mu si-mu-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(dic)-kam-ac ba-hul#		mu(year) si-mu(year)-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul#	
P109499	Hirose 028	@reverse	4	mu si-mu-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul#	mu si-mu-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(dic)-kam-ac ba-hul#		mu(year) si-mu(year)-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul#	
P109500	Hirose 029	@reverse	8	mu si-mu-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	mu si-mu-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(dic)-kam-ac ba-hul		mu(year) si-mu(year)-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	
P109501	Hirose 030	@reverse	3	mu si-mu-ru-um{ki} u3 lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	mu si-mu-ru-um{ki} u3 lu-lu-bu{ki} a-ra2 1(u) la2 1(dic)-kam-ac ba-hul		mu(year) si-mu(year)-ru-um{ki} u3 lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	
P109502	Hirose 031	@reverse	4	mu us2-sa si-mu-ru-um lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	mu us2-sa si-mu-ru-um lu-lu-bu{ki} a-ra2 1(u) la2 1(dic)-kam-ac ba-hul		mu(year) us2-sa si-mu(year)-ru-um lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	
P109503	Hirose 032	@reverse	4	mu us2-sa si-mu-ru-um lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	mu us2-sa si-mu-ru-um lu-lu-bu{ki} a-ra2 1(u) la2 1(dic)-kam-ac ba-hul		mu(year) us2-sa si-mu(year)-ru-um lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	
P109504	Hirose 033	@reverse	3	mu us2-sa si-mu-ru-um{ki} lu-lu-bu-um{ki} ba-hul	mu us2-sa si-mu-ru-um{ki} lu-lu-bu-um{ki} ba-hul		mu(year) us2-sa si-mu(year)-ru-um{ki} lu-lu-bu-um{ki} ba-hul	us2-sa
P109505	Hirose 034	@left	1	u4 1(u) 4(disz)-kam	u4 1(u) 4(dic)-kam			
P109506	Hirose 035	@reverse	4	mu si-mu-ru-um lu-lu-bu{ki#} [a-ra2] 1(u) la2 1(disz)-kam-ma-asz# [ba-hul] mu us2-[sa-bi]	mu si-mu-ru-um lu-lu-bu{ki#} [a-ra2] 1(u) la2 1(dic)-kam-ma-ac# [ba-hul] mu us2-[sa-bi]		mu(year) si-mu(year)-ru-um lu-lu-bu{ki#} [a-ra2] 1(u) la2 1(disz)-kam-ma-asz# [ba-hul] mu(year) us2-[sa-bi]	us2-[sa-bi]
P109507	Hirose 036	@reverse	3	mu us2-sa si-mu#-[ru]-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz [ba-hul]	mu us2-sa si-mu#-[ru]-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(dic)-kam-ac [ba-hul]		mu(year) us2-sa si-mu(year)#-[ru]-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz [ba-hul]	
P109508	Hirose 037	@reverse	3	mu us2-sa si-mu-ru-um{ki} lu-lu-<bu>-um ba-hul	mu us2-sa si-mu-ru-um{ki} lu-lu-<bu>-um ba-hul		mu(year) us2-sa si-mu(year)-ru-um{ki} lu-lu-<bu>-um ba-hul	us2-sa
P109509	Hirose 038	@reverse	4	mu us2-sa si-mu-ru-um{ki} lu-lu-bu-um a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	mu us2-sa si-mu-ru-um{ki} lu-lu-bu-um a-ra2 1(u) la2 1(dic)-kam-ac ba-hul		mu(year) us2-sa si-mu(year)-ru-um{ki} lu-lu-bu-um a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	
P109510	Hirose 039	@reverse	4	mu ur-bi2-lum{ki} ba-hul	mu ur-bi2-lum{ki} ba-hul		mu(year) ur-bi2-lum{ki} ba-hul	ur-bi2-lum{ki}
P109511	Hirose 040	@reverse	4	mu ur-bi2-lum{ki} ba-hul	mu ur-bi2-lum{ki} ba-hul		mu(year) ur-bi2-lum{ki} ba-hul	ur-bi2-lum{ki}
P109512	Hirose 041	@reverse	6	mu ur-bi2-lum{ki} ba-hul	mu ur-bi2-lum{ki} ba-hul		mu(year) ur-bi2-lum{ki} ba-hul	ur-bi2-lum{ki}
P109513	Hirose 042	@reverse	6	mu ur-bi2-lum{ki} ba-hul	mu ur-bi2-lum{ki} ba-hul		mu(year) ur-bi2-lum{ki} ba-hul	ur-bi2-lum{ki}
P109514	Hirose 043	@reverse	2	mu ur-bi2-lum{ki} ba-hul	mu ur-bi2-lum{ki} ba-hul		mu(year) ur-bi2-lum{ki} ba-hul	ur-bi2-lum{ki}
P109515	Hirose 044	@reverse	4	mu ur-bi2-lum{ki} ba-hul	mu ur-bi2-lum{ki} ba-hul		mu(year) ur-bi2-lum{ki} ba-hul	ur-bi2-lum{ki}
P109516	Hirose 045	@reverse	5	mu ur-bi2-lum{ki} ba-hul	mu ur-bi2-lum{ki} ba-hul		mu(year) ur-bi2-lum{ki} ba-hul	ur-bi2-lum{ki}
P109517	Hirose 046	@reverse	5	mu# ur-bi2-lum{ki#} ba-hul	mu# ur-bi2-lum{ki#} ba-hul		mu(year)# ur-bi2-lum{ki#} ba-hul	ur-bi2-lum{ki#}
P109518	Hirose 047	@reverse	4	mu us2-sa ur-bi2-lum{ki} ba-hul	mu us2-sa ur-bi2-lum{ki} ba-hul		mu(year) us2-sa ur-bi2-lum{ki} ba-hul	us2-sa
P109519	Hirose 048	@reverse	4	mu ki-masz{ki} ba-hul	mu ki-mac{ki} ba-hul		mu(year) ki-masz{ki} ba-hul	
P109520	Hirose 049	@reverse	5	mu ki-masz{ki} u3 hu-ur5-ti ba-hul	mu ki-mac{ki} u3 hu-ur5-ti ba-hul		mu(year) ki-masz{ki} u3 hu-ur5-ti ba-hul	hu-ur5-ti
P109521	Hirose 050	@left	1	u4 1(u) 7(disz)-kam	u4 1(u) 7(dic)-kam			
P109522	Hirose 051	@reverse	7	mu ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	mu ki-mac{ki} u3 hu-ur5-ti{ki} ba-hul		mu(year) ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	hu-ur5-ti{ki}
P109523	Hirose 052	@reverse	6	mu ki-masz{ki#} [hu]-ur5-ti{ki} [ba-hul]	mu ki-mac{ki#} [hu]-ur5-ti{ki} [ba-hul]		mu(year) ki-masz{ki#} [hu]-ur5-ti{ki} [ba-hul]	
P109524	Hirose 053	@reverse	5	mu ki-masz{ki} u3 hu-ur5-ti ba-hul	mu ki-mac{ki} u3 hu-ur5-ti ba-hul		mu(year) ki-masz{ki} u3 hu-ur5-ti ba-hul	hu-ur5-ti
P109525	Hirose 054	@reverse	7	mu ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	mu ki-mac{ki} u3 hu-ur5-ti{ki} ba-hul		mu(year) ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	hu-ur5-ti{ki}
P109526	Hirose 055	@reverse	6	mu kur ki-masz{ki} hu-ur5#-ti{ki} ba-hul	mu kur ki-mac{ki} hu-ur5#-ti{ki} ba-hul		mu(year) kur ki-masz{ki} hu-ur5#-ti{ki} ba-hul	
P109527	Hirose 056	@left	1	u4 1(disz)-kam	u4 1(dic)-kam			
P109528	Hirose 057	@reverse	6	mu ki-masz{ki} ba-hul	mu ki-mac{ki} ba-hul		mu(year) ki-masz{ki} ba-hul	
P109529	Hirose 058	@reverse	4	mu ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	mu ki-mac{ki} u3 hu-ur5-ti{ki} ba-hul		mu(year) ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	hu-ur5-ti{ki}
P109530	Hirose 059	@left	1	1(gesz'u)	1(gec'u)			
P109531	Hirose 060	@reverse	4	mu ki-masz{ki} u3 hu-ur5-ti ba-hul	mu ki-mac{ki} u3 hu-ur5-ti ba-hul		mu(year) ki-masz{ki} u3 hu-ur5-ti ba-hul	hu-ur5-ti
P109532	Hirose 061	@reverse	6	mu us2-sa ki-masz{ki} u3 hu-ur5-ti ba-hul	mu us2-sa ki-mac{ki} u3 hu-ur5-ti ba-hul		mu(year) us2-sa ki-masz{ki} u3 hu-ur5-ti ba-hul	us2-sa
P109533	Hirose 062	@reverse	4	mu us2-sa ki-masz{ki} ba-hul	mu us2-sa ki-mac{ki} ba-hul		mu(year) us2-sa ki-masz{ki} ba-hul	
P109534	Hirose 063	@reverse	7	mu us2-sa ki-masz{ki} ba-hul	mu us2-sa ki-mac{ki} ba-hul		mu(year) us2-sa ki-masz{ki} ba-hul	
P109535	Hirose 064	@reverse	5	mu us2-sa ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	mu us2-sa ki-mac{ki} u3 hu-ur5-ti{ki} ba-hul		mu(year) us2-sa ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	us2-sa
P109536	Hirose 065	@reverse	5	mu us2-sa ki-masz{ki} u3 hur-ti{ki} ba-hul	mu us2-sa ki-mac{ki} u3 hur-ti{ki} ba-hul		mu(year) us2-sa ki-masz{ki} u3 hur-ti{ki} ba-hul	us2-sa
P109537	Hirose 066	@reverse	6	mu us2-sa ki-masz{ki} hu-ur5-ti{ki} ba-hul	mu us2-sa ki-mac{ki} hu-ur5-ti{ki} ba-hul		mu(year) us2-sa ki-masz{ki} hu-ur5-ti{ki} ba-hul	
P109538	Hirose 067	@reverse	5	mu us2-sa ki-masz{ki} hu-ur5-ti{ki} ba-hul	mu us2-sa ki-mac{ki} hu-ur5-ti{ki} ba-hul		mu(year) us2-sa ki-masz{ki} hu-ur5-ti{ki} ba-hul	
P109539	Hirose 068	@reverse	3	mu us2-sa ki-masz{ki} ba-hul	mu us2-sa ki-mac{ki} ba-hul		mu(year) us2-sa ki-masz{ki} ba-hul	
P109540	Hirose 069	@reverse	5	mu us2-sa ki-masz{ki} u3 hur-ti{ki} ba-hul	mu us2-sa ki-mac{ki} u3 hur-ti{ki} ba-hul		mu(year) us2-sa ki-masz{ki} u3 hur-ti{ki} ba-hul	us2-sa
P109541	Hirose 070	@reverse	5	mu us2-sa ki-masz{ki} hu-ur5-ti{ki} ba-hul	mu us2-sa ki-mac{ki} hu-ur5-ti{ki} ba-hul		mu(year) us2-sa ki-masz{ki} hu-ur5-ti{ki} ba-hul	
P109542	Hirose 071	@reverse	5	mu us2-sa ki-masz{ki} ba-hul	mu us2-sa ki-mac{ki} ba-hul		mu(year) us2-sa ki-masz{ki} ba-hul	
P109543	Hirose 072	@reverse	6	mu# us2-sa ki-masz{ki} [ba]-hul#	mu# us2-sa ki-mac{ki} [ba]-hul#		mu(year)# us2-sa ki-masz{ki} [ba]-hul#	
P109544	Hirose 073	@reverse	4	mu us2-sa ki-masz{ki} ba-hul	mu us2-sa ki-mac{ki} ba-hul		mu(year) us2-sa ki-masz{ki} ba-hul	
P109545	Hirose 074	@reverse	4	mu us2-sa ki masz{ki} u3 hu-ur5-ti{ki} ba-hul	mu us2-sa ki mac{ki} u3 hu-ur5-ti{ki} ba-hul		mu(year) us2-sa ki masz{ki} u3 hu-ur5-ti{ki} ba-hul	
